time,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance,direct_normal_irradiance,cloud_cover,temperature_2m,relative_humidity_2m,windspeed_10m
2021-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,76,22.4,93,14.0
2021-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,93,22.1,92,13.7
2021-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,89,21.8,92,13.5
2021-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,73,21.6,92,13.2
2021-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,82,21.4,92,13.4
2021-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,62,21.0,93,10.8
2021-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,19,21.0,93,11.5
2021-01-01 07:00:00,53.0,27.0,26.0,53.0,196.1,36,22.1,90,12.1
2021-01-01 08:00:00,235.0,152.0,83.0,235.0,487.8,59,24.0,81,19.4
2021-01-01 09:00:00,404.0,259.0,145.0,404.0,506.6,50,25.5,73,20.6
2021-01-01 10:00:00,522.0,344.0,178.0,522.0,512.2,77,26.5,68,20.0
2021-01-01 11:00:00,617.0,403.0,214.0,617.0,515.6,60,27.4,62,19.5
2021-01-01 12:00:00,613.0,364.0,249.0,613.0,436.6,65,27.8,60,18.6
2021-01-01 13:00:00,610.0,354.0,256.0,610.0,429.3,90,28.2,56,18.3
2021-01-01 14:00:00,593.0,397.0,196.0,593.0,525.9,74,28.5,54,18.6
2021-01-01 15:00:00,478.0,301.0,177.0,478.0,478.5,98,28.1,55,18.5
2021-01-01 16:00:00,330.0,186.0,144.0,330.0,408.0,98,27.6,57,15.7
2021-01-01 17:00:00,154.0,66.0,88.0,154.0,267.2,98,25.5,70,15.7
2021-01-01 18:00:00,14.0,5.0,9.0,14.0,48.3,75,24.5,74,12.9
2021-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,86,23.5,78,11.0
2021-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,98,22.8,82,8.4
2021-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,97,22.0,86,7.0
2021-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,97,21.8,87,8.7
2021-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,94,21.6,87,9.3
2021-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,93,21.3,89,10.8
2021-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,3,20.7,91,8.6
2021-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,91,19.8,93,5.8
2021-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,96,20.4,90,8.4
2021-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,90,20.9,87,10.1
2021-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,50,20.5,87,7.9
2021-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,97,20.9,86,7.2
2021-01-02 07:00:00,47.0,17.0,30.0,47.0,124.1,90,22.0,82,9.0
2021-01-02 08:00:00,232.0,141.0,91.0,232.0,454.3,64,23.8,75,10.1
2021-01-02 09:00:00,453.0,351.0,102.0,453.0,687.7,33,25.6,69,14.7
2021-01-02 10:00:00,634.0,500.0,134.0,634.0,745.0,99,27.4,63,20.8
2021-01-02 11:00:00,446.0,146.0,300.0,446.0,186.8,100,27.4,64,18.9
2021-01-02 12:00:00,501.0,144.0,357.0,501.0,172.6,97,27.9,63,18.4
2021-01-02 13:00:00,506.0,172.0,334.0,506.0,208.3,73,28.1,63,17.4
2021-01-02 14:00:00,555.0,322.0,233.0,555.0,425.7,59,28.3,62,16.8
2021-01-02 15:00:00,451.0,281.0,170.0,451.0,445.4,39,28.5,61,15.8
2021-01-02 16:00:00,296.0,201.0,95.0,296.0,438.9,42,27.8,65,14.1
2021-01-02 17:00:00,137.0,75.0,62.0,137.0,300.9,45,26.4,71,13.0
2021-01-02 18:00:00,15.0,5.0,10.0,15.0,47.8,37,25.5,75,14.3
2021-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,30,24.8,79,13.6
2021-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,20,24.1,83,12.6
2021-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,22,23.7,86,12.9
2021-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,23,23.5,89,13.2
2021-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,23,23.3,89,13.2
2021-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,20,23.0,90,14.0
2021-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,54,22.8,90,14.0
2021-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,45,22.9,89,13.4
2021-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,27,22.8,89,11.5
2021-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,45,22.6,89,9.0
2021-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,47,22.6,88,6.8
2021-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,53,22.9,88,6.0
2021-01-03 07:00:00,30.0,11.0,19.0,30.0,80.7,65,23.5,86,8.2
2021-01-03 08:00:00,146.0,66.0,80.0,146.0,213.5,74,24.4,82,9.7
2021-01-03 09:00:00,303.0,169.0,134.0,303.0,331.6,100,25.4,79,12.7
2021-01-03 10:00:00,302.0,88.0,214.0,302.0,131.2,77,26.0,78,14.1
2021-01-03 11:00:00,422.0,192.0,230.0,422.0,245.6,95,26.5,75,14.2
2021-01-03 12:00:00,546.0,274.0,272.0,546.0,328.1,84,27.4,75,11.8
2021-01-03 13:00:00,644.0,412.0,232.0,644.0,498.2,91,28.5,72,12.1
2021-01-03 14:00:00,472.0,175.0,297.0,472.0,230.9,97,26.0,82,13.4
2021-01-03 15:00:00,296.0,102.0,194.0,296.0,161.2,93,26.5,83,7.1
2021-01-03 16:00:00,241.0,75.0,166.0,241.0,163.0,99,25.9,83,15.5
2021-01-03 17:00:00,64.0,1.0,63.0,64.0,4.0,93,24.8,88,8.2
2021-01-03 18:00:00,13.0,1.0,12.0,13.0,9.5,97,24.0,90,11.0
2021-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,97,23.7,91,9.8
2021-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,63,23.5,92,10.1
2021-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,85,23.3,93,9.7
2021-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,78,23.2,93,9.3
2021-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,69,23.0,94,9.2
2021-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,65,23.0,94,9.2
2021-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,91,22.9,94,8.9
2021-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,90,23.1,93,11.0
2021-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,92,23.2,92,12.7
2021-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,94,23.1,94,12.8
2021-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,98,22.8,94,10.8
2021-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,94,11.2
2021-01-04 07:00:00,15.0,1.0,14.0,15.0,7.4,100,23.1,95,12.3
2021-01-04 08:00:00,93.0,10.0,83.0,93.0,32.5,95,23.8,91,13.9
2021-01-04 09:00:00,220.0,49.0,171.0,220.0,96.3,100,24.7,86,17.3
2021-01-04 10:00:00,210.0,14.0,196.0,210.0,20.9,100,25.0,83,16.1
2021-01-04 11:00:00,252.0,26.0,226.0,252.0,33.2,100,25.4,81,14.8
2021-01-04 12:00:00,260.0,43.0,217.0,260.0,51.4,100,25.4,81,14.1
2021-01-04 13:00:00,180.0,1.0,179.0,180.0,1.2,100,25.0,84,11.5
2021-01-04 14:00:00,226.0,15.0,211.0,226.0,19.7,88,25.6,81,10.1
2021-01-04 15:00:00,297.0,92.0,205.0,297.0,144.9,60,26.6,74,12.0
2021-01-04 16:00:00,260.0,145.0,115.0,260.0,313.7,52,26.9,72,11.0
2021-01-04 17:00:00,101.0,44.0,57.0,101.0,173.4,96,25.4,79,5.6
2021-01-04 18:00:00,7.0,1.0,6.0,7.0,9.4,98,24.6,86,4.1
2021-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,100,24.4,88,5.8
2021-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,100,24.1,89,5.4
2021-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,94,4.0
2021-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,99,23.6,92,5.2
2021-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,98,23.5,91,6.3
2021-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,94,23.1,92,6.9
2021-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,46,23.0,92,8.6
2021-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,96,22.7,92,10.6
2021-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,95,22.6,92,10.0
2021-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,86,22.4,92,10.0
2021-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,95,22.5,89,13.4
2021-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,34,22.8,88,13.1
2021-01-05 07:00:00,45.0,19.0,26.0,45.0,140.7,60,23.4,86,14.5
2021-01-05 08:00:00,220.0,134.0,86.0,220.0,436.4,75,24.9,80,19.5
2021-01-05 09:00:00,393.0,247.0,146.0,393.0,485.9,100,26.4,73,22.8
2021-01-05 10:00:00,349.0,102.0,247.0,349.0,152.1,95,26.8,72,19.1
2021-01-05 11:00:00,277.0,90.0,187.0,277.0,115.0,96,26.5,76,16.4
2021-01-05 12:00:00,397.0,113.0,284.0,397.0,135.0,77,27.5,71,16.1
2021-01-05 13:00:00,388.0,196.0,192.0,388.0,236.3,74,27.4,74,14.9
2021-01-05 14:00:00,380.0,170.0,210.0,380.0,223.3,97,26.4,79,16.3
2021-01-05 15:00:00,149.0,23.0,126.0,149.0,36.1,100,25.2,86,10.6
2021-01-05 16:00:00,102.0,4.0,98.0,102.0,8.6,99,24.5,92,12.5
2021-01-05 17:00:00,54.0,6.0,48.0,54.0,23.4,90,25.0,86,10.9
2021-01-05 18:00:00,20.0,6.0,14.0,20.0,55.6,25,23.9,90,8.7
2021-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,35,23.4,92,8.7
2021-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,20,23.2,93,8.6
2021-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,25,23.0,94,8.5
2021-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,24,22.9,94,9.7
2021-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,39,22.8,96,8.9
2021-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,42,22.6,96,9.0
2021-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,34,22.5,97,7.6
2021-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,81,22.5,97,7.2
2021-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,74,22.5,97,7.4
2021-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,99,22.5,96,6.8
2021-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,92,7.3
2021-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,100,23.4,90,7.3
2021-01-06 07:00:00,29.0,9.0,20.0,29.0,66.9,96,23.9,89,10.0
2021-01-06 08:00:00,142.0,38.0,104.0,142.0,124.1,92,25.0,83,14.3
2021-01-06 09:00:00,267.0,86.0,181.0,267.0,169.4,83,26.0,77,12.0
2021-01-06 10:00:00,469.0,314.0,155.0,469.0,468.4,72,27.1,74,10.1
2021-01-06 11:00:00,537.0,334.0,203.0,537.0,426.6,71,27.9,74,6.1
2021-01-06 12:00:00,610.0,375.0,235.0,610.0,447.7,98,28.5,71,2.5
2021-01-06 13:00:00,571.0,346.0,225.0,571.0,416.4,100,29.1,67,6.3
2021-01-06 14:00:00,365.0,128.0,237.0,365.0,167.7,92,25.8,85,12.3
2021-01-06 15:00:00,401.0,170.0,231.0,401.0,266.1,82,27.4,78,3.0
2021-01-06 16:00:00,262.0,131.0,131.0,262.0,280.8,94,26.4,82,7.8
2021-01-06 17:00:00,102.0,29.0,73.0,102.0,112.4,100,26.3,80,8.1
2021-01-06 18:00:00,17.0,3.0,14.0,17.0,27.5,100,24.9,87,5.1
2021-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,100,24.1,92,4.2
2021-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,98,23.9,94,4.1
2021-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,95,4.0
2021-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,95,2.5
2021-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,95,23.5,96,4.7
2021-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,92,22.9,97,4.0
2021-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,97,3.7
2021-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,99,23.2,96,4.7
2021-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,97,23.2,97,4.2
2021-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,99,23.3,97,5.1
2021-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,96,9.2
2021-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,95,23.2,95,9.2
2021-01-07 07:00:00,29.0,5.0,24.0,29.0,37.3,86,23.6,93,9.3
2021-01-07 08:00:00,160.0,62.0,98.0,160.0,203.1,91,24.6,87,10.6
2021-01-07 09:00:00,347.0,179.0,168.0,347.0,352.8,95,26.1,78,14.8
2021-01-07 10:00:00,413.0,180.0,233.0,413.0,268.5,97,27.1,73,15.0
2021-01-07 11:00:00,457.0,129.0,328.0,457.0,164.7,97,27.9,69,15.0
2021-01-07 12:00:00,491.0,162.0,329.0,491.0,193.2,99,28.5,67,14.2
2021-01-07 13:00:00,538.0,218.0,320.0,538.0,261.9,96,29.0,65,13.1
2021-01-07 14:00:00,505.0,251.0,254.0,505.0,328.2,95,29.5,62,11.0
2021-01-07 15:00:00,421.0,238.0,183.0,421.0,371.4,35,29.3,64,10.8
2021-01-07 16:00:00,350.0,235.0,115.0,350.0,501.4,50,28.1,69,12.7
2021-01-07 17:00:00,115.0,56.0,59.0,115.0,215.2,85,27.2,74,10.5
2021-01-07 18:00:00,16.0,5.0,11.0,16.0,45.4,79,26.0,80,10.1
2021-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,60,25.3,85,9.8
2021-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,74,24.8,88,8.2
2021-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,90,24.4,90,8.2
2021-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,97,24.0,92,5.2
2021-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,84,24.1,92,4.3
2021-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,72,23.9,93,4.8
2021-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,87,23.6,94,7.7
2021-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,92,23.2,96,8.7
2021-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,85,23.0,97,8.4
2021-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,92,22.9,98,9.2
2021-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,94,23.0,97,8.7
2021-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,33,23.2,96,6.4
2021-01-08 07:00:00,37.0,14.0,23.0,37.0,104.9,93,24.0,93,6.2
2021-01-08 08:00:00,166.0,84.0,82.0,166.0,275.9,100,25.3,86,6.3
2021-01-08 09:00:00,174.0,23.0,151.0,174.0,45.4,78,25.9,84,6.1
2021-01-08 10:00:00,386.0,141.0,245.0,386.0,210.3,59,26.1,84,9.8
2021-01-08 11:00:00,407.0,141.0,266.0,407.0,179.8,78,26.1,85,3.3
2021-01-08 12:00:00,467.0,174.0,293.0,467.0,207.2,59,27.2,82,7.3
2021-01-08 13:00:00,620.0,387.0,233.0,620.0,464.2,82,27.8,77,7.3
2021-01-08 14:00:00,368.0,131.0,237.0,368.0,170.9,96,27.2,78,8.4
2021-01-08 15:00:00,386.0,150.0,236.0,386.0,233.4,94,27.2,78,6.8
2021-01-08 16:00:00,259.0,102.0,157.0,259.0,216.6,96,26.1,82,8.6
2021-01-08 17:00:00,107.0,38.0,69.0,107.0,144.8,100,25.0,92,6.1
2021-01-08 18:00:00,12.0,1.0,11.0,12.0,9.0,95,24.6,92,6.0
2021-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,97,24.1,94,4.6
2021-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,100,24.0,94,5.1
2021-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,98,23.7,94,5.4
2021-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,95,23.5,95,6.1
2021-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,79,23.4,96,6.6
2021-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,37,23.3,96,8.4
2021-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,79,23.1,97,8.2
2021-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,72,23.0,96,7.6
2021-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,90,22.9,96,7.8
2021-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,97,22.9,96,8.4
2021-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,95,22.9,96,8.2
2021-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,95,23.1,95,8.4
2021-01-09 07:00:00,33.0,8.0,25.0,33.0,60.1,96,23.7,93,10.5
2021-01-09 08:00:00,175.0,86.0,89.0,175.0,283.1,99,24.8,87,13.5
2021-01-09 09:00:00,342.0,179.0,163.0,342.0,353.3,100,26.2,79,14.5
2021-01-09 10:00:00,466.0,241.0,225.0,466.0,359.3,100,27.3,74,13.8
2021-01-09 11:00:00,565.0,328.0,237.0,565.0,418.0,99,28.0,70,13.5
2021-01-09 12:00:00,628.0,374.0,254.0,628.0,444.8,99,29.0,66,12.9
2021-01-09 13:00:00,549.0,308.0,241.0,549.0,368.8,100,29.2,65,12.0
2021-01-09 14:00:00,506.0,255.0,251.0,506.0,331.9,100,28.1,71,12.8
2021-01-09 15:00:00,274.0,36.0,238.0,274.0,55.8,100,26.5,79,11.7
2021-01-09 16:00:00,173.0,25.0,148.0,173.0,52.9,100,26.2,80,10.7
2021-01-09 17:00:00,111.0,18.0,93.0,111.0,68.0,100,26.0,82,8.1
2021-01-09 18:00:00,10.0,0.0,10.0,10.0,0.0,100,25.0,87,8.4
2021-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,100,24.4,90,7.7
2021-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,100,24.0,91,6.4
2021-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,100,23.8,93,6.1
2021-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,100,23.6,93,6.1
2021-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,100,23.4,95,5.4
2021-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,99,23.4,94,6.2
2021-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,99,23.2,95,5.9
2021-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,100,23.2,95,8.6
2021-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,100,23.3,95,10.8
2021-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,100,23.1,95,9.1
2021-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,95,8.0
2021-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,100,23.4,94,8.5
2021-01-10 07:00:00,9.0,0.0,9.0,9.0,0.0,100,23.5,94,8.3
2021-01-10 08:00:00,94.0,14.0,80.0,94.0,46.2,100,24.2,91,9.7
2021-01-10 09:00:00,204.0,35.0,169.0,204.0,69.1,98,25.1,86,14.5
2021-01-10 10:00:00,336.0,118.0,218.0,336.0,175.9,94,26.3,79,14.4
2021-01-10 11:00:00,300.0,84.0,216.0,300.0,107.0,99,26.7,77,14.1
2021-01-10 12:00:00,457.0,139.0,318.0,457.0,165.1,100,27.6,74,13.8
2021-01-10 13:00:00,604.0,289.0,315.0,604.0,345.4,99,28.2,75,11.6
2021-01-10 14:00:00,502.0,217.0,285.0,502.0,281.7,100,27.3,76,13.0
2021-01-10 15:00:00,224.0,26.0,198.0,224.0,40.2,100,26.3,83,9.7
2021-01-10 16:00:00,110.0,8.0,102.0,110.0,16.8,100,25.0,90,5.6
2021-01-10 17:00:00,45.0,0.0,45.0,45.0,0.0,100,23.9,93,9.4
2021-01-10 18:00:00,5.0,0.0,5.0,5.0,0.0,100,23.6,94,7.9
2021-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,94,8.0
2021-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,93,7.2
2021-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,94,5.6
2021-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,100,23.3,95,3.8
2021-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,97,4.5
2021-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,93,6.7
2021-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,92,12.2
2021-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,91,11.8
2021-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,89,12.4
2021-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,100,23.4,89,9.2
2021-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,100,23.0,91,7.9
2021-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,100,23.1,91,7.2
2021-01-11 07:00:00,12.0,0.0,12.0,12.0,0.0,100,23.3,91,8.1
2021-01-11 08:00:00,46.0,0.0,46.0,46.0,0.0,100,23.6,90,8.9
2021-01-11 09:00:00,188.0,16.0,172.0,188.0,31.6,100,25.0,84,6.3
2021-01-11 10:00:00,355.0,78.0,277.0,355.0,116.2,100,26.4,77,8.8
2021-01-11 11:00:00,277.0,64.0,213.0,277.0,81.4,100,26.2,78,14.7
2021-01-11 12:00:00,238.0,9.0,229.0,238.0,10.7,100,26.1,79,14.7
2021-01-11 13:00:00,352.0,41.0,311.0,352.0,48.9,100,27.0,73,16.2
2021-01-11 14:00:00,169.0,0.0,169.0,169.0,0.0,100,26.1,79,11.6
2021-01-11 15:00:00,233.0,4.0,229.0,233.0,6.2,100,26.5,77,14.1
2021-01-11 16:00:00,160.0,6.0,154.0,160.0,12.6,100,26.2,77,11.9
2021-01-11 17:00:00,40.0,0.0,40.0,40.0,0.0,100,24.3,90,12.5
2021-01-11 18:00:00,4.0,0.0,4.0,4.0,0.0,100,24.0,91,12.7
2021-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,100,23.9,90,12.0
2021-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,100,23.6,90,12.9
2021-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,90,14.1
2021-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,90,12.1
2021-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,90,14.2
2021-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,90,13.4
2021-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,91,11.9
2021-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,100,23.4,92,13.6
2021-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,100,23.2,90,13.0
2021-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,100,23.2,90,16.2
2021-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,100,22.8,90,10.8
2021-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,100,22.7,90,11.6
2021-01-12 07:00:00,4.0,0.0,4.0,4.0,0.0,100,22.5,90,10.4
2021-01-12 08:00:00,56.0,3.0,53.0,56.0,9.9,100,23.0,89,16.3
2021-01-12 09:00:00,85.0,0.0,85.0,85.0,0.0,100,23.1,88,18.9
2021-01-12 10:00:00,63.0,0.0,63.0,63.0,0.0,100,23.1,89,20.1
2021-01-12 11:00:00,101.0,2.0,99.0,101.0,2.5,99,23.3,89,22.7
2021-01-12 12:00:00,243.0,53.0,190.0,243.0,62.8,96,24.4,86,22.6
2021-01-12 13:00:00,234.0,48.0,186.0,234.0,57.1,97,24.5,86,21.6
2021-01-12 14:00:00,242.0,71.0,171.0,242.0,91.7,100,24.0,92,18.0
2021-01-12 15:00:00,169.0,8.0,161.0,169.0,12.3,100,24.5,91,19.0
2021-01-12 16:00:00,93.0,8.0,85.0,93.0,16.7,100,23.8,94,22.7
2021-01-12 17:00:00,44.0,1.0,43.0,44.0,3.7,99,23.8,91,21.8
2021-01-12 18:00:00,12.0,0.0,12.0,12.0,0.0,99,23.5,92,17.6
2021-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,100,23.3,94,16.6
2021-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,100,23.3,94,16.6
2021-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,99,23.2,95,17.3
2021-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,100,22.9,95,15.8
2021-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,99,22.5,96,13.2
2021-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,100,22.5,97,11.9
2021-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,100,22.7,96,13.0
2021-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,100,22.5,96,15.5
2021-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,99,22.5,96,14.0
2021-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,100,22.4,96,13.8
2021-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,99,22.3,96,16.1
2021-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,80,22.5,95,16.3
2021-01-13 07:00:00,23.0,4.0,19.0,23.0,30.4,82,23.0,94,17.4
2021-01-13 08:00:00,100.0,29.0,71.0,100.0,96.2,100,23.6,92,15.1
2021-01-13 09:00:00,195.0,71.0,124.0,195.0,140.3,94,24.4,90,16.9
2021-01-13 10:00:00,200.0,33.0,167.0,200.0,49.1,86,24.8,89,16.5
2021-01-13 11:00:00,358.0,132.0,226.0,358.0,167.5,90,26.0,84,16.1
2021-01-13 12:00:00,361.0,94.0,267.0,361.0,111.1,100,26.0,85,16.6
2021-01-13 13:00:00,505.0,181.0,324.0,505.0,215.0,82,26.5,81,20.3
2021-01-13 14:00:00,340.0,133.0,207.0,340.0,171.3,86,26.0,85,15.9
2021-01-13 15:00:00,372.0,197.0,175.0,372.0,301.4,98,26.0,85,16.3
2021-01-13 16:00:00,212.0,61.0,151.0,212.0,126.5,99,25.0,87,16.4
2021-01-13 17:00:00,98.0,18.0,80.0,98.0,65.8,99,24.0,90,15.3
2021-01-13 18:00:00,14.0,1.0,13.0,14.0,8.6,100,23.5,93,10.9
2021-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,100,23.5,94,7.7
2021-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,99,23.4,94,10.5
