time,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance,direct_normal_irradiance,cloud_cover,temperature_2m,relative_humidity_2m,windspeed_10m
2022-06-01 13:00:00,866.0,667.0,199.0,866.0,696.5,63,35.8,38,13.4
2022-06-01 14:00:00,801.0,622.0,179.0,801.0,705.5,62,36.8,35,10.9
2022-06-01 15:00:00,596.0,400.0,196.0,596.0,533.4,70,35.4,36,19.0
2022-06-01 16:00:00,316.0,156.0,160.0,316.0,272.9,48,33.5,42,9.0
2022-06-01 17:00:00,181.0,80.0,101.0,181.0,223.1,39,33.0,47,4.0
2022-06-01 18:00:00,58.0,22.0,36.0,58.0,138.6,15,32.5,49,2.7
2022-06-01 19:00:00,0.0,0.0,0.0,0.0,0.0,17,31.6,51,3.0
2022-06-01 20:00:00,0.0,0.0,0.0,0.0,0.0,30,30.5,55,9.8
2022-06-01 21:00:00,0.0,0.0,0.0,0.0,0.0,45,29.4,59,13.6
2022-06-01 22:00:00,0.0,0.0,0.0,0.0,0.0,85,28.5,63,10.5
2022-06-01 23:00:00,0.0,0.0,0.0,0.0,0.0,100,28.1,65,7.0
2022-06-02 00:00:00,0.0,0.0,0.0,0.0,0.0,39,27.9,66,7.5
2022-06-02 01:00:00,0.0,0.0,0.0,0.0,0.0,28,27.2,68,8.2
2022-06-02 02:00:00,0.0,0.0,0.0,0.0,0.0,31,27.1,68,10.9
2022-06-02 03:00:00,0.0,0.0,0.0,0.0,0.0,24,26.5,69,10.1
2022-06-02 04:00:00,0.0,0.0,0.0,0.0,0.0,4,26.0,72,5.1
2022-06-02 05:00:00,0.0,0.0,0.0,0.0,0.0,4,26.0,74,8.8
2022-06-02 06:00:00,12.0,3.0,9.0,12.0,30.8,26,26.7,70,8.8
2022-06-02 07:00:00,123.0,57.0,66.0,123.0,237.3,54,26.9,74,8.7
2022-06-02 08:00:00,299.0,160.0,139.0,299.0,343.9,25,28.8,65,1.6
2022-06-02 09:00:00,551.0,406.0,145.0,551.0,612.4,31,31.5,53,8.3
2022-06-02 10:00:00,719.0,553.0,166.0,719.0,674.4,14,33.5,46,12.3
2022-06-02 11:00:00,868.0,710.0,158.0,868.0,767.2,25,35.4,39,8.6
2022-06-02 12:00:00,925.0,764.0,161.0,925.0,785.8,9,36.5,36,7.0
2022-06-02 13:00:00,886.0,721.0,165.0,886.0,753.1,15,37.3,34,7.2
2022-06-02 14:00:00,752.0,591.0,161.0,752.0,670.4,25,37.8,33,10.2
2022-06-02 15:00:00,568.0,418.0,150.0,568.0,557.3,43,34.5,41,18.4
2022-06-02 16:00:00,429.0,293.0,136.0,429.0,512.2,52,35.3,36,9.0
2022-06-02 17:00:00,225.0,128.0,97.0,225.0,356.2,38,34.4,40,6.9
2022-06-02 18:00:00,59.0,22.0,37.0,59.0,138.2,40,32.8,43,3.8
2022-06-02 19:00:00,0.0,0.0,0.0,0.0,0.0,44,31.6,49,0.7
2022-06-02 20:00:00,0.0,0.0,0.0,0.0,0.0,15,30.5,53,10.1
2022-06-02 21:00:00,0.0,0.0,0.0,0.0,0.0,7,29.9,57,11.1
2022-06-02 22:00:00,0.0,0.0,0.0,0.0,0.0,5,28.9,61,11.2
2022-06-02 23:00:00,0.0,0.0,0.0,0.0,0.0,49,28.2,64,10.2
2022-06-03 00:00:00,0.0,0.0,0.0,0.0,0.0,75,27.8,65,10.7
2022-06-03 01:00:00,0.0,0.0,0.0,0.0,0.0,100,27.4,67,11.2
2022-06-03 02:00:00,0.0,0.0,0.0,0.0,0.0,12,26.9,69,11.6
2022-06-03 03:00:00,0.0,0.0,0.0,0.0,0.0,100,26.5,71,10.9
2022-06-03 04:00:00,0.0,0.0,0.0,0.0,0.0,97,26.1,72,10.0
2022-06-03 05:00:00,0.0,0.0,0.0,0.0,0.0,95,26.0,72,9.1
2022-06-03 06:00:00,13.0,2.0,11.0,13.0,20.5,99,26.5,71,9.8
2022-06-03 07:00:00,149.0,76.0,73.0,149.0,317.0,43,28.7,62,9.5
2022-06-03 08:00:00,371.0,269.0,102.0,371.0,578.9,8,31.0,53,9.5
2022-06-03 09:00:00,585.0,462.0,123.0,585.0,697.6,20,33.2,46,8.8
2022-06-03 10:00:00,760.0,622.0,138.0,760.0,759.2,13,35.3,39,6.5
2022-06-03 11:00:00,882.0,737.0,145.0,882.0,796.9,13,37.0,34,7.7
2022-06-03 12:00:00,934.0,782.0,152.0,934.0,804.7,9,38.3,31,6.0
2022-06-03 13:00:00,913.0,762.0,151.0,913.0,796.2,21,39.2,28,3.7
2022-06-03 14:00:00,769.0,600.0,169.0,769.0,680.7,29,39.0,28,2.6
2022-06-03 15:00:00,630.0,484.0,146.0,630.0,645.1,77,39.2,27,5.5
2022-06-03 16:00:00,406.0,245.0,161.0,406.0,428.0,69,35.0,39,18.8
2022-06-03 17:00:00,148.0,60.0,88.0,148.0,166.6,80,32.2,48,2.9
2022-06-03 18:00:00,54.0,22.0,32.0,54.0,137.9,31,32.4,46,3.4
2022-06-03 19:00:00,0.0,0.0,0.0,0.0,0.0,19,31.6,51,12.9
2022-06-03 20:00:00,0.0,0.0,0.0,0.0,0.0,6,30.3,57,14.8
2022-06-03 21:00:00,0.0,0.0,0.0,0.0,0.0,2,29.6,61,10.5
2022-06-03 22:00:00,0.0,0.0,0.0,0.0,0.0,18,29.1,63,9.3
2022-06-03 23:00:00,0.0,0.0,0.0,0.0,0.0,23,28.6,65,12.3
2022-06-04 00:00:00,0.0,0.0,0.0,0.0,0.0,16,28.0,67,12.2
2022-06-04 01:00:00,0.0,0.0,0.0,0.0,0.0,53,27.4,70,10.3
2022-06-04 02:00:00,0.0,0.0,0.0,0.0,0.0,93,27.0,71,10.0
2022-06-04 03:00:00,0.0,0.0,0.0,0.0,0.0,16,26.6,71,8.8
2022-06-04 04:00:00,0.0,0.0,0.0,0.0,0.0,38,26.2,73,6.9
2022-06-04 05:00:00,0.0,0.0,0.0,0.0,0.0,54,26.3,74,5.6
2022-06-04 06:00:00,13.0,3.0,10.0,13.0,30.9,16,27.0,71,4.8
2022-06-04 07:00:00,153.0,88.0,65.0,153.0,367.8,42,29.0,63,6.2
2022-06-04 08:00:00,369.0,268.0,101.0,369.0,577.6,8,31.4,53,5.9
2022-06-04 09:00:00,581.0,457.0,124.0,581.0,690.8,3,33.7,44,7.6
2022-06-04 10:00:00,757.0,620.0,137.0,757.0,757.4,46,35.7,38,6.9
2022-06-04 11:00:00,878.0,731.0,147.0,878.0,791.0,46,37.3,34,4.9
2022-06-04 12:00:00,930.0,776.0,154.0,930.0,798.9,4,38.8,30,2.3
2022-06-04 13:00:00,907.0,750.0,157.0,907.0,783.9,19,39.6,29,3.3
2022-06-04 14:00:00,772.0,597.0,175.0,772.0,677.3,45,40.2,27,4.7
2022-06-04 15:00:00,573.0,388.0,185.0,573.0,517.0,93,38.8,28,6.8
2022-06-04 16:00:00,240.0,109.0,131.0,240.0,190.2,100,27.9,75,16.4
2022-06-04 17:00:00,118.0,60.0,58.0,118.0,166.3,94,34.5,39,11.8
2022-06-04 18:00:00,56.0,21.0,35.0,56.0,131.2,100,33.8,41,8.4
2022-06-04 19:00:00,0.0,0.0,0.0,0.0,0.0,100,32.3,45,4.2
2022-06-04 20:00:00,0.0,0.0,0.0,0.0,0.0,99,31.8,48,7.4
2022-06-04 21:00:00,0.0,0.0,0.0,0.0,0.0,100,30.6,56,5.7
2022-06-04 22:00:00,0.0,0.0,0.0,0.0,0.0,57,29.9,59,3.6
2022-06-04 23:00:00,0.0,0.0,0.0,0.0,0.0,100,29.4,61,3.9
2022-06-05 00:00:00,0.0,0.0,0.0,0.0,0.0,98,29.5,61,1.3
2022-06-05 01:00:00,0.0,0.0,0.0,0.0,0.0,88,28.1,66,3.5
2022-06-05 02:00:00,0.0,0.0,0.0,0.0,0.0,63,27.9,68,6.6
2022-06-05 03:00:00,0.0,0.0,0.0,0.0,0.0,100,27.4,71,8.7
2022-06-05 04:00:00,0.0,0.0,0.0,0.0,0.0,89,27.1,72,10.8
2022-06-05 05:00:00,0.0,0.0,0.0,0.0,0.0,72,26.8,74,9.4
2022-06-05 06:00:00,13.0,2.0,11.0,13.0,20.6,38,27.3,72,8.1
2022-06-05 07:00:00,154.0,88.0,66.0,154.0,368.6,28,29.2,62,8.4
2022-06-05 08:00:00,369.0,266.0,103.0,369.0,574.1,43,31.5,52,7.9
2022-06-05 09:00:00,580.0,455.0,125.0,580.0,688.5,62,33.8,45,8.2
2022-06-05 10:00:00,755.0,614.0,141.0,755.0,750.8,99,35.8,39,7.6
2022-06-05 11:00:00,871.0,711.0,160.0,871.0,769.9,93,37.5,34,9.4
2022-06-05 12:00:00,912.0,741.0,171.0,912.0,763.3,96,38.5,32,10.0
2022-06-05 13:00:00,911.0,748.0,163.0,911.0,782.1,37,39.5,30,7.6
2022-06-05 14:00:00,741.0,548.0,193.0,741.0,621.8,50,39.7,29,7.7
2022-06-05 15:00:00,528.0,310.0,218.0,528.0,412.9,78,32.1,53,19.8
2022-06-05 16:00:00,359.0,175.0,184.0,359.0,305.2,100,32.9,47,12.5
2022-06-05 17:00:00,156.0,70.0,86.0,156.0,193.6,97,31.5,52,16.4
2022-06-05 18:00:00,56.0,20.0,36.0,56.0,124.6,85,31.4,52,5.4
2022-06-05 19:00:00,0.0,0.0,0.0,0.0,0.0,50,30.6,54,5.2
2022-06-05 20:00:00,0.0,0.0,0.0,0.0,0.0,4,29.8,58,4.0
2022-06-05 21:00:00,0.0,0.0,0.0,0.0,0.0,99,29.3,60,5.8
2022-06-05 22:00:00,0.0,0.0,0.0,0.0,0.0,100,29.3,62,5.2
2022-06-05 23:00:00,0.0,0.0,0.0,0.0,0.0,99,28.6,67,4.0
2022-06-06 00:00:00,0.0,0.0,0.0,0.0,0.0,100,28.2,69,7.1
2022-06-06 01:00:00,0.0,0.0,0.0,0.0,0.0,100,27.8,70,9.2
2022-06-06 02:00:00,0.0,0.0,0.0,0.0,0.0,99,27.4,71,11.3
2022-06-06 03:00:00,0.0,0.0,0.0,0.0,0.0,100,27.0,73,9.8
2022-06-06 04:00:00,0.0,0.0,0.0,0.0,0.0,100,26.9,75,4.7
2022-06-06 05:00:00,0.0,0.0,0.0,0.0,0.0,100,25.9,83,7.0
2022-06-06 06:00:00,12.0,1.0,11.0,12.0,10.3,100,26.5,80,5.4
2022-06-06 07:00:00,139.0,56.0,83.0,139.0,235.1,100,28.6,67,6.2
2022-06-06 08:00:00,346.0,214.0,132.0,346.0,462.5,100,30.7,56,9.5
2022-06-06 09:00:00,566.0,419.0,147.0,566.0,634.7,97,32.8,48,9.9
2022-06-06 10:00:00,753.0,613.0,140.0,753.0,750.2,96,34.8,41,5.1
2022-06-06 11:00:00,879.0,739.0,140.0,879.0,800.7,100,36.6,36,2.9
2022-06-06 12:00:00,887.0,653.0,234.0,887.0,672.9,100,37.7,32,2.6
2022-06-06 13:00:00,809.0,535.0,274.0,809.0,559.5,100,38.0,31,4.1
2022-06-06 14:00:00,657.0,373.0,284.0,657.0,423.2,100,38.5,30,6.1
2022-06-06 15:00:00,320.0,100.0,220.0,320.0,133.2,100,28.9,71,11.8
2022-06-06 16:00:00,217.0,59.0,158.0,217.0,102.8,100,30.2,61,14.7
2022-06-06 17:00:00,174.0,34.0,140.0,174.0,93.8,100,32.5,50,9.4
2022-06-06 18:00:00,27.0,0.0,27.0,27.0,0.0,100,31.5,53,7.9
2022-06-06 19:00:00,0.0,0.0,0.0,0.0,0.0,100,31.0,54,8.4
2022-06-06 20:00:00,0.0,0.0,0.0,0.0,0.0,100,30.6,56,6.4
2022-06-06 21:00:00,0.0,0.0,0.0,0.0,0.0,98,29.5,67,8.4
2022-06-06 22:00:00,0.0,0.0,0.0,0.0,0.0,100,28.5,78,5.6
2022-06-06 23:00:00,0.0,0.0,0.0,0.0,0.0,100,25.7,88,12.0
2022-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,100,26.0,86,8.6
2022-06-07 01:00:00,0.0,0.0,0.0,0.0,0.0,100,26.0,85,9.1
2022-06-07 02:00:00,0.0,0.0,0.0,0.0,0.0,100,25.8,84,4.2
2022-06-07 03:00:00,0.0,0.0,0.0,0.0,0.0,100,25.5,85,4.0
2022-06-07 04:00:00,0.0,0.0,0.0,0.0,0.0,100,25.2,87,3.7
2022-06-07 05:00:00,0.0,0.0,0.0,0.0,0.0,99,25.0,92,1.0
2022-06-07 06:00:00,5.0,0.0,5.0,5.0,0.0,100,25.2,89,3.8
2022-06-07 07:00:00,73.0,4.0,69.0,73.0,16.8,100,26.0,86,7.0
2022-06-07 08:00:00,122.0,0.0,122.0,122.0,0.0,100,27.0,80,7.6
2022-06-07 09:00:00,196.0,12.0,184.0,196.0,18.2,100,28.5,69,6.1
2022-06-07 10:00:00,245.0,15.0,230.0,245.0,18.4,100,29.5,64,5.9
2022-06-07 11:00:00,248.0,22.0,226.0,248.0,23.9,100,30.0,62,6.5
2022-06-07 12:00:00,293.0,27.0,266.0,293.0,27.8,100,30.6,60,7.2
2022-06-07 13:00:00,408.0,96.0,312.0,408.0,100.4,100,31.8,55,7.8
2022-06-07 14:00:00,599.0,260.0,339.0,599.0,295.0,100,33.2,50,6.8
2022-06-07 15:00:00,404.0,136.0,268.0,404.0,181.0,100,33.5,48,5.4
2022-06-07 16:00:00,245.0,51.0,194.0,245.0,88.8,100,32.7,51,8.4
2022-06-07 17:00:00,99.0,16.0,83.0,99.0,44.1,100,32.3,50,9.8
2022-06-07 18:00:00,45.0,6.0,39.0,45.0,37.2,100,31.0,55,6.2
2022-06-07 19:00:00,0.0,0.0,0.0,0.0,0.0,100,30.1,61,3.1
2022-06-07 20:00:00,0.0,0.0,0.0,0.0,0.0,100,30.0,57,10.0
2022-06-07 21:00:00,0.0,0.0,0.0,0.0,0.0,100,29.6,57,14.1
2022-06-07 22:00:00,0.0,0.0,0.0,0.0,0.0,100,29.0,61,14.1
2022-06-07 23:00:00,0.0,0.0,0.0,0.0,0.0,100,28.5,64,12.3
2022-06-08 00:00:00,0.0,0.0,0.0,0.0,0.0,99,27.9,68,9.4
2022-06-08 01:00:00,0.0,0.0,0.0,0.0,0.0,92,27.2,71,5.8
2022-06-08 02:00:00,0.0,0.0,0.0,0.0,0.0,99,26.7,75,3.7
2022-06-08 03:00:00,0.0,0.0,0.0,0.0,0.0,98,26.4,77,3.3
2022-06-08 04:00:00,0.0,0.0,0.0,0.0,0.0,95,26.0,80,4.2
2022-06-08 05:00:00,0.0,0.0,0.0,0.0,0.0,24,26.4,76,3.0
2022-06-08 06:00:00,9.0,0.0,9.0,9.0,0.0,100,27.0,74,5.0
2022-06-08 07:00:00,106.0,17.0,89.0,106.0,71.7,81,28.2,68,5.3
2022-06-08 08:00:00,335.0,193.0,142.0,335.0,418.3,97,30.0,60,7.4
2022-06-08 09:00:00,556.0,406.0,150.0,556.0,616.3,100,31.8,54,7.6
2022-06-08 10:00:00,731.0,546.0,185.0,731.0,669.3,100,33.5,48,7.3
2022-06-08 11:00:00,833.0,623.0,210.0,833.0,675.9,97,35.2,42,7.9
2022-06-08 12:00:00,839.0,577.0,262.0,839.0,595.1,92,36.0,40,7.6
2022-06-08 13:00:00,747.0,477.0,270.0,747.0,499.1,78,36.5,38,7.2
2022-06-08 14:00:00,751.0,518.0,233.0,751.0,587.7,93,34.8,45,17.0
2022-06-08 15:00:00,526.0,311.0,215.0,526.0,413.9,99,32.0,54,1.5
2022-06-08 16:00:00,257.0,115.0,142.0,257.0,200.0,80,32.0,56,8.5
2022-06-08 17:00:00,177.0,55.0,122.0,177.0,151.2,63,31.4,55,7.4
2022-06-08 18:00:00,66.0,26.0,40.0,66.0,160.7,38,30.5,57,6.9
2022-06-08 19:00:00,0.0,0.0,0.0,0.0,0.0,54,29.7,60,8.0
2022-06-08 20:00:00,0.0,0.0,0.0,0.0,0.0,99,29.1,64,8.0
2022-06-08 21:00:00,0.0,0.0,0.0,0.0,0.0,100,28.5,66,8.0
2022-06-08 22:00:00,0.0,0.0,0.0,0.0,0.0,99,28.0,66,9.3
2022-06-08 23:00:00,0.0,0.0,0.0,0.0,0.0,100,27.5,66,9.0
2022-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,92,27.1,68,7.6
2022-06-09 01:00:00,0.0,0.0,0.0,0.0,0.0,40,26.5,71,5.7
2022-06-09 02:00:00,0.0,0.0,0.0,0.0,0.0,7,26.1,73,7.3
2022-06-09 03:00:00,0.0,0.0,0.0,0.0,0.0,26,25.8,74,8.7
2022-06-09 04:00:00,0.0,0.0,0.0,0.0,0.0,14,25.5,74,8.6
2022-06-09 05:00:00,0.0,0.0,0.0,0.0,0.0,48,25.6,75,7.1
2022-06-09 06:00:00,13.0,3.0,10.0,13.0,31.3,99,26.4,72,7.1
2022-06-09 07:00:00,143.0,68.0,75.0,143.0,287.6,16,28.4,64,7.2
2022-06-09 08:00:00,368.0,269.0,99.0,368.0,583.9,13,30.6,55,9.5
2022-06-09 09:00:00,576.0,451.0,125.0,576.0,685.3,4,32.7,48,9.4
2022-06-09 10:00:00,754.0,618.0,136.0,754.0,758.1,1,34.5,43,8.4
2022-06-09 11:00:00,876.0,733.0,143.0,876.0,795.7,100,36.0,38,7.1
2022-06-09 12:00:00,925.0,775.0,150.0,925.0,799.7,77,37.5,35,7.0
2022-06-09 13:00:00,895.0,738.0,157.0,895.0,772.4,97,38.2,33,4.1
2022-06-09 14:00:00,773.0,557.0,216.0,773.0,632.0,100,38.7,32,1.6
2022-06-09 15:00:00,434.0,252.0,182.0,434.0,335.2,100,28.9,67,27.0
2022-06-09 16:00:00,199.0,21.0,178.0,199.0,36.5,100,30.0,59,0.8
2022-06-09 17:00:00,218.0,110.0,108.0,218.0,301.7,36,30.0,63,10.5
2022-06-09 18:00:00,57.0,21.0,36.0,57.0,129.5,35,27.9,72,9.0
2022-06-09 19:00:00,0.0,0.0,0.0,0.0,0.0,98,27.5,74,7.0
2022-06-09 20:00:00,0.0,0.0,0.0,0.0,0.0,99,27.6,80,4.4
2022-06-09 21:00:00,0.0,0.0,0.0,0.0,0.0,100,27.5,76,4.3
2022-06-09 22:00:00,0.0,0.0,0.0,0.0,0.0,100,27.5,74,5.1
2022-06-09 23:00:00,0.0,0.0,0.0,0.0,0.0,100,27.0,76,6.2
2022-06-10 00:00:00,0.0,0.0,0.0,0.0,0.0,100,27.5,73,5.4
2022-06-10 01:00:00,0.0,0.0,0.0,0.0,0.0,100,27.1,73,7.2
2022-06-10 02:00:00,0.0,0.0,0.0,0.0,0.0,100,26.5,75,6.4
2022-06-10 03:00:00,0.0,0.0,0.0,0.0,0.0,100,26.5,73,8.1
2022-06-10 04:00:00,0.0,0.0,0.0,0.0,0.0,100,26.4,73,7.0
2022-06-10 05:00:00,0.0,0.0,0.0,0.0,0.0,100,27.0,71,3.8
2022-06-10 06:00:00,9.0,1.0,8.0,9.0,10.5,99,27.5,70,2.5
2022-06-10 07:00:00,136.0,57.0,79.0,136.0,241.7,100,28.6,65,1.6
2022-06-10 08:00:00,306.0,176.0,130.0,306.0,382.6,98,30.0,59,0.7
2022-06-10 09:00:00,528.0,370.0,158.0,528.0,562.8,100,31.7,53,2.3
2022-06-10 10:00:00,732.0,551.0,181.0,732.0,676.5,100,33.6,47,4.3
2022-06-10 11:00:00,816.0,597.0,219.0,816.0,648.4,100,35.3,41,5.8
2022-06-10 12:00:00,835.0,561.0,274.0,835.0,579.1,100,36.4,38,5.8
2022-06-10 13:00:00,806.0,523.0,283.0,806.0,547.4,100,37.3,35,6.4
2022-06-10 14:00:00,442.0,147.0,295.0,442.0,166.8,100,31.6,55,17.3
2022-06-10 15:00:00,289.0,31.0,258.0,289.0,41.2,100,28.0,75,16.2
2022-06-10 16:00:00,147.0,26.0,121.0,147.0,45.1,100,28.5,74,5.0
2022-06-10 17:00:00,126.0,20.0,106.0,126.0,54.8,100,32.8,50,2.8
2022-06-10 18:00:00,67.0,22.0,45.0,67.0,135.3,100,31.6,54,3.4
2022-06-10 19:00:00,0.0,0.0,0.0,0.0,0.0,99,30.0,63,6.3
2022-06-10 20:00:00,0.0,0.0,0.0,0.0,0.0,98,29.6,58,17.3
2022-06-10 21:00:00,0.0,0.0,0.0,0.0,0.0,100,28.4,63,11.2
2022-06-10 22:00:00,0.0,0.0,0.0,0.0,0.0,100,28.4,64,11.4
2022-06-10 23:00:00,0.0,0.0,0.0,0.0,0.0,100,27.9,70,7.6
2022-06-11 00:00:00,0.0,0.0,0.0,0.0,0.0,100,27.1,77,7.4
2022-06-11 01:00:00,0.0,0.0,0.0,0.0,0.0,100,26.6,79,6.4
2022-06-11 02:00:00,0.0,0.0,0.0,0.0,0.0,100,26.2,83,3.3
2022-06-11 03:00:00,0.0,0.0,0.0,0.0,0.0,100,25.8,84,6.3
2022-06-11 04:00:00,0.0,0.0,0.0,0.0,0.0,100,25.2,86,5.1
2022-06-11 05:00:00,0.0,0.0,0.0,0.0,0.0,100,25.5,82,4.7
2022-06-11 06:00:00,11.0,1.0,10.0,11.0,10.5,100,25.9,80,1.3
2022-06-11 07:00:00,130.0,43.0,87.0,130.0,182.8,100,27.5,73,3.3
2022-06-11 08:00:00,295.0,120.0,175.0,295.0,261.2,100,29.1,66,4.3
2022-06-11 09:00:00,505.0,313.0,192.0,505.0,476.6,100,31.0,58,5.5
2022-06-11 10:00:00,662.0,394.0,268.0,662.0,484.1,100,33.0,50,9.2
2022-06-11 11:00:00,792.0,510.0,282.0,792.0,554.2,98,34.9,43,11.8
2022-06-11 12:00:00,824.0,592.0,232.0,824.0,611.3,97,35.8,39,12.5
2022-06-11 13:00:00,876.0,675.0,201.0,876.0,706.7,100,36.8,36,13.2
2022-06-11 14:00:00,740.0,545.0,195.0,740.0,618.3,100,37.2,35,12.0
2022-06-11 15:00:00,541.0,317.0,224.0,541.0,421.3,100,37.0,34,12.3
2022-06-11 16:00:00,329.0,162.0,167.0,329.0,281.0,100,32.5,50,14.3
2022-06-11 17:00:00,146.0,31.0,115.0,146.0,84.7,99,30.4,57,6.9
2022-06-11 18:00:00,46.0,3.0,43.0,46.0,18.4,100,30.5,57,1.9
2022-06-11 19:00:00,0.0,0.0,0.0,0.0,0.0,100,29.8,61,7.1
2022-06-11 20:00:00,0.0,0.0,0.0,0.0,0.0,100,29.8,60,7.5
2022-06-11 21:00:00,0.0,0.0,0.0,0.0,0.0,100,29.6,56,14.8
2022-06-11 22:00:00,0.0,0.0,0.0,0.0,0.0,100,29.0,59,13.6
2022-06-11 23:00:00,0.0,0.0,0.0,0.0,0.0,100,28.5,62,11.7
2022-06-12 00:00:00,0.0,0.0,0.0,0.0,0.0,100,28.0,64,8.8
2022-06-12 01:00:00,0.0,0.0,0.0,0.0,0.0,100,27.5,66,6.6
2022-06-12 02:00:00,0.0,0.0,0.0,0.0,0.0,100,27.0,68,5.2
2022-06-12 03:00:00,0.0,0.0,0.0,0.0,0.0,100,26.5,71,6.3
2022-06-12 04:00:00,0.0,0.0,0.0,0.0,0.0,100,26.2,72,7.9
2022-06-12 05:00:00,0.0,0.0,0.0,0.0,0.0,99,26.1,72,3.3
2022-06-12 06:00:00,10.0,1.0,9.0,10.0,10.5,100,26.9,70,3.2
2022-06-12 07:00:00,121.0,38.0,83.0,121.0,161.9,97,28.3,64,1.9
2022-06-12 08:00:00,331.0,193.0,138.0,331.0,420.8,100,30.2,57,8.4
2022-06-12 09:00:00,534.0,362.0,172.0,534.0,551.8,100,32.3,49,9.1
2022-06-12 10:00:00,669.0,483.0,186.0,669.0,593.9,100,34.2,43,6.0
2022-06-12 11:00:00,807.0,601.0,206.0,807.0,653.4,100,35.2,40,5.4
2022-06-12 12:00:00,725.0,386.0,339.0,725.0,398.7,100,35.8,39,4.2
2022-06-12 13:00:00,830.0,589.0,241.0,830.0,616.7,95,36.3,38,5.0
2022-06-12 14:00:00,616.0,433.0,183.0,616.0,491.1,99,29.8,64,28.1
2022-06-12 15:00:00,267.0,115.0,152.0,267.0,152.8,100,26.5,89,9.0
2022-06-12 16:00:00,85.0,0.0,85.0,85.0,0.0,100,26.6,90,4.9
2022-06-12 17:00:00,158.0,37.0,121.0,158.0,100.9,97,27.9,83,5.1
2022-06-12 18:00:00,69.0,23.0,46.0,69.0,140.8,65,28.1,75,12.1
2022-06-12 19:00:00,0.0,0.0,0.0,0.0,0.0,100,27.6,73,13.5
2022-06-12 20:00:00,0.0,0.0,0.0,0.0,0.0,84,27.4,71,12.7
2022-06-12 21:00:00,0.0,0.0,0.0,0.0,0.0,54,27.3,69,12.1
2022-06-12 22:00:00,0.0,0.0,0.0,0.0,0.0,5,26.9,69,9.9
2022-06-12 23:00:00,0.0,0.0,0.0,0.0,0.0,92,26.7,70,9.0
2022-06-13 00:00:00,0.0,0.0,0.0,0.0,0.0,100,26.5,71,9.5
2022-06-13 01:00:00,0.0,0.0,0.0,0.0,0.0,100,26.0,74,9.0
2022-06-13 02:00:00,0.0,0.0,0.0,0.0,0.0,100,25.5,76,8.4
2022-06-13 03:00:00,0.0,0.0,0.0,0.0,0.0,100,25.4,76,8.5
2022-06-13 04:00:00,0.0,0.0,0.0,0.0,0.0,100,25.1,78,8.5
2022-06-13 05:00:00,0.0,0.0,0.0,0.0,0.0,100,25.2,78,6.5
2022-06-13 06:00:00,12.0,3.0,9.0,12.0,31.6,100,25.9,75,8.9
2022-06-13 07:00:00,145.0,73.0,72.0,145.0,311.9,100,27.3,71,6.6
2022-06-13 08:00:00,338.0,199.0,139.0,338.0,434.5,100,29.0,64,6.1
2022-06-13 09:00:00,528.0,328.0,200.0,528.0,500.5,100,30.6,57,6.9
2022-06-13 10:00:00,725.0,541.0,184.0,725.0,665.7,100,31.9,53,5.8
2022-06-13 11:00:00,867.0,716.0,151.0,867.0,778.9,89,33.0,50,3.3
2022-06-13 12:00:00,904.0,736.0,168.0,904.0,760.5,39,33.7,49,3.5
2022-06-13 13:00:00,905.0,746.0,159.0,905.0,781.1,27,34.0,47,2.9
2022-06-13 14:00:00,777.0,578.0,199.0,777.0,655.5,52,35.0,43,7.9
2022-06-13 15:00:00,364.0,135.0,229.0,364.0,179.3,97,29.0,69,10.1
2022-06-13 16:00:00,407.0,250.0,157.0,407.0,432.8,73,30.6,62,4.4
2022-06-13 17:00:00,206.0,102.0,104.0,206.0,277.6,59,31.9,53,8.0
2022-06-13 18:00:00,60.0,18.0,42.0,60.0,109.9,100,30.4,69,3.9
2022-06-13 19:00:00,0.0,0.0,0.0,0.0,0.0,95,29.1,67,5.5
2022-06-13 20:00:00,0.0,0.0,0.0,0.0,0.0,90,28.6,67,4.8
2022-06-13 21:00:00,0.0,0.0,0.0,0.0,0.0,47,27.9,70,4.3
2022-06-13 22:00:00,0.0,0.0,0.0,0.0,0.0,51,27.3,74,4.3
2022-06-13 23:00:00,0.0,0.0,0.0,0.0,0.0,92,26.9,77,6.2
2022-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,99,27.0,72,5.4
2022-06-14 01:00:00,0.0,0.0,0.0,0.0,0.0,99,26.7,73,6.9
2022-06-14 02:00:00,0.0,0.0,0.0,0.0,0.0,69,26.2,76,8.1
2022-06-14 03:00:00,0.0,0.0,0.0,0.0,0.0,94,25.9,76,9.6
2022-06-14 04:00:00,0.0,0.0,0.0,0.0,0.0,98,25.5,76,5.1
2022-06-14 05:00:00,0.0,0.0,0.0,0.0,0.0,99,25.6,75,8.4
2022-06-14 06:00:00,12.0,3.0,9.0,12.0,31.8,89,26.1,73,7.2
2022-06-14 07:00:00,151.0,88.0,63.0,151.0,377.1,99,27.5,70,6.9
2022-06-14 08:00:00,345.0,217.0,128.0,345.0,474.5,100,29.6,61,7.4
2022-06-14 09:00:00,560.0,411.0,149.0,560.0,627.7,100,31.5,55,5.8
